thisisntastring,0,2,2,2
1,1,2,2,2
1,2,2,2,2
1,3,2,2,2
1,4,2,2,2
1,5,2,2,2
1,6,2,2,2
1,7,2,2,2
1,8,2,2,2
1,9,2,2,2
1,10,2,2,2
1,11,2,2,2
1,12,2,2,2
1,13,2,2,2
1,14,2,2,2
1,15,2,2,2
1,16,2,2,2
1,17,2,2,2
1,18,2,2,2
1,19,2,2,2
1,20,2,2,2
1,21,2,2,2
1,22,2,2,2
1,23,2,2,2
1,24,2,2,2
1,25,2,2,2
1,26,2,2,2
1,27,2,2,2
1,28,2,2,2
1,29,2,2,2
1,30,2,2,2
1,31,2,2,2
1,32,2,2,2
1,33,2,2,2
1,34,2,2,2
1,35,2,2,2
1,36,2,2,2
1,37,2,2,2
1,38,2,2,2
1,39,2,2,2
1,40,2,2,2
1,41,2,2,2
1,42,2,2,2
1,43,2,2,2
1,44,2,2,2
1,45,2,2,2
1,46,2,2,2
1,47,2,2,2
1,48,2,2,2
1,49,2,2,2
1,50,2,2,2
1,51,2,2,2
1,52,2,2,2
1,53,2,2,2
1,54,2,2,2
1,55,2,2,3
1,56,2,2,3
1,57,2,2,3
1,58,2,2,3
1,59,2,2,3
1,60,2,2,3
1,61,2,2,3
1,62,2,2,3
1,63,2,2,3
1,64,2,2,3
1,65,2,2,3
1,66,2,2,3
1,67,2,2,3
1,68,2,2,3
1,69,2,2,3
1,70,2,2,3
1,71,2,2,3
1,72,2,2,3
1,73,2,2,3
1,74,2,2,3
1,75,2,2,3
1,76,2,2,3
1,77,2,2,3
1,78,2,2,3
1,79,2,2,3
1,80,2,2,3
1,81,2,2,3
1,82,2,2,3
1,83,2,2,3
1,84,2,2,3
1,85,2,2,3
1,86,2,2,3
1,87,2,2,3
1,88,2,2,3
1,89,2,2,3
1,90,2,2,3
1,91,2,2,3
1,92,2,2,3
1,93,2,2,3
1,94,2,2,3
1,95,1,1,1
1,96,1,1,1
1,97,1,1,1
1,98,1,1,1
1,99,1,1,1
1,100,1,1,1
1,101,1,1,1
1,102,1,1,1
1,103,1,1,1
1,104,1,1,1
1,105,1,1,1
1,106,1,1,1
1,107,1,1,1
1,108,1,1,1
1,109,1,1,1
1,110,1,1,1
1,111,1,1,1
1,112,1,1,1
1,113,1,1,1
1,114,1,1,1
1,115,1,1,1
1,116,1,1,1
1,117,1,1,1
1,118,1,1,1
1,119,1,1,1
1,120,1,1,1
1,121,1,1,1
1,122,1,1,1
1,123,1,1,1
1,124,1,1,1
1,125,1,1,1
1,126,1,1,1
1,127,1,1,1
1,128,1,1,1
1,129,1,1,1
1,130,1,1,1
1,131,1,1,2
1,132,1,1,2
1,133,1,1,2
1,134,1,1,2
1,135,1,1,2
1,136,1,1,2
1,137,1,1,2
1,138,1,1,2
1,139,1,1,2
1,140,1,1,2
1,141,1,1,2
1,142,1,1,2
1,143,1,1,2
1,144,1,1,2
1,145,1,1,2
1,146,1,1,2
1,147,1,1,2
1,148,1,1,2
1,149,1,1,2
1,150,1,1,2
1,151,1,1,2
1,152,1,1,2
1,153,1,1,2
1,154,1,1,2
1,155,1,1,2
1,156,1,1,2
1,157,1,1,2
1,158,1,1,2
1,159,1,1,2
1,160,1,1,2
1,161,1,1,2
1,162,1,1,2
1,163,1,1,2
1,164,1,1,2
1,165,1,1,2
1,166,2,2,5
1,167,2,2,5
1,168,2,2,5
1,169,2,2,5
1,170,2,2,5
1,171,2,2,5
1,172,2,2,5
1,173,2,2,5
1,174,2,2,5
1,175,2,2,5
